1	tatanggapin	tanggap	VB	COOF	_|in|_|ta	0	_
5	pa	pa	RB	RI	_|_|_|_	3	_
6	niya	niya	PR	PRSG	_|_|_|_	3	_
7	ng	ng	CC	CCB	_|_|_|_	9	_
8	limandaang	limandaang	JJ	JN	_|_|_|_	9	_
9	piso	piso	NN	CP	_|_|_|_	3	_
10	at	at	CC	CCA	_|_|_|_	3	_
11	hindi	hindi	RB	RF	_|_|_|_	13	_
12	ka	ka	PR	PRSG	_|_|_|_	13	_
13	ipinakulong	kulong	VB	PFOF	ipa|in|_|_	10	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	pinaaalis	alis	VB	IMOF	pina|_|_|a	0	_
2	na	na	RB	RI	_|_|_|_	1	_
3	ng	ng	CC	CCB	_|_|_|_	4	_
4	kura	kura	NN	CP	_|_|_|_	1	_
5	si	si	DT	PDSG	_|_|_|_	6	_
6	lucas	lucas	NN	NNP	_|_|_|_	1	_
7	ngunit	ngunit	CC	CCT	_|_|_|_	1	_
8	hindi	hindi	RB	RF	_|_|_|_	9	_
9	tuminag	tinag	VB	INAF	_|um|_|_	7	_
10	ang	ang	DT	CD	_|_|_|_	11	_
11	lalaki	lalaki	NN	CP	_|_|_|_	9	_
12	sa	sa	CC	CCT	_|_|_|_	13	_
13	pagkakatayo	pagkakatayo	NN	CP	_|_|_|_	9	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	maya-maya'y	maya-maya'y	RB	RW	_|_|_|_	2	_
2	pasunud-sunod	pasunud-sunod	JJ	JCJD	_|_|_|_	0	_
3	ito	ito	PR	DM	_|_|_|_	2	_
4	sa	sa	CC	CCT	_|_|_|_	5	_
5	pari	pari	NN	CP	_|_|_|_	2	_
6	na	na	CC	CCP	_|_|_|_	2	_
7	lalong	lalo	JJ	JCCM	_|_|ng|_	8	_
8	ikinagalit	galit	VB	IMOF	ikina|_|_|_	6	_
9	ng	ng	CC	CCB	_|_|_|_	10	_
10	huli	huli	JJ	JCJD	_|_|_|_	8	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	hinaltak	haltak	VB	PFOF	_|in|_|_	0	_
2	,	,	PM	PMC	_|_|_|_	3	_
3	minura	mura	VB	PFOF	_|in|_|_	1	_
4	at	at	CC	CCA	_|_|_|_	3	_
5	ipinagtulakan	tulak	VB	PFBF	ipag|in|an|_	4	_
6	ng	ng	CC	CCB	_|_|_|_	7	_
7	pari	pari	NN	CP	_|_|_|_	1	_
8	si	si	DT	PDSG	_|_|_|_	9	_
9	lucas	lucas	NN	NNP	_|_|_|_	1	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	sino	sino	PR	QISG	_|_|_|_	0	_
2	ba	ba	RB	RI	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	kagalit	galit	NN	CP	ka|_|_|_	1	_
5	ninyo	ninyo	PR	PRPL	_|_|_|_	4	_
6	,	,	PM	PMC	_|_|_|_	7	_
7	padre	padre	NN	NNP	_|_|_|_	4	_
8	?	?	PM	PMQ	_|_|_|_	7	_

1	kinuha	kuha	VB	PFOF	_|in|_|_	0	_
2	ni	ni	DT	PDSG	_|_|_|_	1	_
3	padre	padre	NN	NNP	_|_|_|_	4	_
4	salvi	salvi	NN	NNP	_|_|_|_	2	_
5	ang	ang	DT	CD	_|_|_|_	7	_
6	kanyang	kanya	PR	POSG	_|_|ng|_	7	_
7	sumbrero	sumbrero	NN	CP	_|_|_|_	1	_
8	at	at	CC	CCA	_|_|_|_	7	_
9	bastong	bastong	NN	CP	_|_|_|_	10	_
10	nakalapag	lapag	JJ	JCJD	naka|_|_|_	8	_
11	sa	sa	CC	CCT	_|_|_|_	12	_
12	mesa	mesa	NN	CP	_|_|_|_	10	_
13	.	.	PM	PMP	_|_|_|_	12	_

1	tiningala	tingala	VB	PFOF	_|in|_|_	0	_
2	nito	nito	PR	DM	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	pintuan	pintuan	NN	CP	_|_|_|_	1	_
5	ng	ng	CC	CCB	_|_|_|_	4	_
6	silid	silid	NN	CP	_|_|_|_	5	_
7	ni	ni	DT	PDSG	_|_|_|_	6	_
8	maria	maria	NN	NNP	_|_|_|_	9	_
9	clara	clara	NN	NNP	_|_|_|_	7	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	dahil	dahil	RB	RP	_|_|_|_	6	_
2	sa	sa	RB	RP	_|_|_|_	3	_
3	taas	taas	NN	CP	_|_|_|_	1	_
4	ng	ng	CC	CCB	_|_|_|_	3	_
5	lagnat	lagnat	NN	CP	_|_|_|_	4	_
6	ay	ay	LM	LM	_|_|_|_	0	_
7	waring	wari	RB	RM	_|_|ng|_	8	_
8	nahihibang	hibang	VB	IMAF	na|_|_|hi	6	_
9	ito	ito	PR	DM	_|_|_|_	8	_
10	at	at	CC	CCA	_|_|_|_	8	_
11	tinatawag	tawag	VB	IMOF	_|in|_|ta	10	_
12	ang	ang	DT	CD	_|_|_|_	13	_
13	inang	inang	NN	CP	_|_|_|_	11	_
14	hindi	hindi	RB	RF	_|_|_|_	17	_
15	naman	naman	RB	RI	_|_|_|_	14	_
16	niya	niya	PR	PRSG	_|_|_|_	17	_
17	nakita	kita	VB	PFAF	na|_|_|_	13	_
18	.	.	PM	PMP	_|_|_|_	17	_

1	nasa	nasa	RB	RL	_|_|_|_	5	_
2	tabi	tabi	RB	RL	_|_|_|_	1	_
3	niya	niya	PR	PRSG	_|_|_|_	5	_
4	at	at	CC	CCA	_|_|_|_	3	_
5	nagbabantay	bantay	VB	IMAF	nag|_|_|ba	0	_
6	ang	ang	DT	CD	_|_|_|_	8	_
7	kanyang	kanya	PR	POSG	_|_|ng|_	8	_
8	tiya	tiya	NN	NNP	_|_|_|_	9	_
9	isabel	isabel	NN	NNP	_|_|_|_	5	_
10	at	at	CC	CCA	_|_|_|_	9	_
11	ang	ang	DT	CD	_|_|_|_	14	_
12	kanyang	kanya	PR	POSG	_|_|ng|_	14	_
13	mga	mga	DT	CDPL	_|_|_|_	14	_
14	kaibigan	ibig	NN	CP	ka|_|an|_	10	_
15	.	.	PM	PMP	_|_|_|_	14	_

1	ipinangako	pangako	VB	PFOF	ipa|in|_|_	0	_
2	ni	ni	DT	PDSG	_|_|_|_	4	_
3	kapitan	kapitan	NN	NNP	_|_|_|_	4	_
4	tiyago	tiyago	NN	NNP	_|_|_|_	1	_
5	na	na	CC	CCP	_|_|_|_	1	_
6	ihahandog	handog	VB	COOF	i|_|_|ha	5	_
7	niya	niya	PR	PRSG	_|_|_|_	6	_
8	ang	ang	DT	CD	_|_|_|_	9	_
9	kanyang	kanya	PR	POSG	_|_|ng|_	10	_
10	gintong	ginto	JJ	JCJD	_|_|ng|_	11	_
11	baston	baston	NN	CP	_|_|_|_	6	_
12	sa	sa	CC	CCT	_|_|_|_	13	_
13	mahal	mahal	NN	NNP	_|_|_|_	15	_
14	na	na	CC	CCP	_|_|_|_	13	_
15	birhen	birhen	NN	NNP	_|_|_|_	6	_
16	ng	ng	CC	CCB	_|_|_|_	15	_
17	antipolo	antipolo	NN	NNP	_|_|_|_	16	_
18	.	.	PM	PMP	_|_|_|_	17	_

1	unti-unting	unti-unting	RB	RD	_|_|_|_	2	_
2	bumaba	baba	RB	RD	_|um|_|_	0	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	lagnat	lagnat	NN	CP	_|_|_|_	2	_
5	ni	ni	DT	PDSG	_|_|_|_	4	_
6	maria	maria	NN	NNP	_|_|_|_	7	_
7	clara	clara	NN	NNP	_|_|_|_	5	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	ang	ang	DT	CD	_|_|_|_	2	_
2	asawa	asawa	NN	CP	_|_|_|_	5	_
3	naman	naman	RB	RI	_|_|_|_	2	_
4	niya	niya	PR	PRSG	_|_|_|_	2	_
5	ay	ay	LM	LM	_|_|_|_	0	_
6	nagulat	ulat	VB	PFAF	nag|_|_|_	5	_
7	sa	sa	CC	CCT	_|_|_|_	8	_
8	bisa	bisa	NN	CP	_|_|_|_	6	_
9	ng	ng	CC	CCB	_|_|_|_	8	_
10	gamot	gamot	NN	CP	_|_|_|_	9	_
11	na	na	CC	CCP	_|_|_|_	8	_
12	ipinainom	inom	VB	PFOF	ipa|in|_|_	11	_
13	niya	niya	PR	PRSG	_|_|_|_	12	_
14	sa	sa	CC	CCT	_|_|_|_	15	_
15	dalaga	dalaga	NN	CP	_|_|_|_	12	_
16	.	.	PM	PMP	_|_|_|_	15	_

1	isang	isa	PR	PRI	_|_|ng|_	2	_
2	hapon	hapon	NN	CP	_|_|_|_	13	_
3	,	,	PM	PMC	_|_|_|_	4	_
4	habang	habang	RB	RW	_|_|_|_	5	_
5	binabantayan	bantay	VB	PFOF	_|in|an|ba	13	_
6	nina	nina	DT	PDPL	_|_|_|_	7	_
7	sinang	sinang	NN	NNP	_|_|_|_	5	_
8	at	at	CC	CCA	_|_|_|_	7	_
9	victoria	victoria	NN	NNP	_|_|_|_	8	_
10	ang	ang	DT	CD	_|_|_|_	12	_
11	nagpapahingang	hinga	VB	PFAF	nagpa|_|ng|pa	12	_
12	dalaga	dalaga	NN	CP	_|_|_|_	5	_
13	ay	ay	LM	LM	_|_|_|_	0	_
14	mauulinigan	ulinigan	VB	COOF	ma|_|_|u	13	_
15	ang	ang	DT	CD	_|_|_|_	16	_
16	usapan	usap	NN	CP	_|_|an|_	14	_
17	sa	sa	CC	CCT	_|_|_|_	18	_
18	silid-kainan	silid-kainan	NN	CP	_|_|_|_	16	_
19	.	.	PM	PMP	_|_|_|_	18	_

1	tiyak	tiyak	RB	RT	_|_|_|_	3	_
2	na	na	CC	CCP	_|_|_|_	1	_
3	ikalulungkot	lungkot	JJ	JCJD	ika|_|_|lu	0	_
4	niya	niya	PR	PRSG	_|_|_|_	3	_
5	ito	ito	PR	DM	_|_|_|_	3	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	marahil	marahil	RB	RM	_|_|_|_	2	_
2	ay	ay	LM	LM	_|_|_|_	0	_
3	ipagdaramdam	daramdam	VB	IMBF	ipag|_|_|_	2	_
4	din	din	RB	RI	_|_|_|_	3	_
5	ito	ito	PR	DM	_|_|_|_	3	_
6	ni	ni	DT	PDSG	_|_|_|_	8	_
7	maria	maria	NN	NNP	_|_|_|_	8	_
8	clara	clara	NN	NNP	_|_|_|_	3	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	nagpukol	pukol	VB	PFAF	nag|_|_|_	0	_
2	ng	ng	CC	CCB	_|_|_|_	4	_
3	masamang	masama	JJ	JCJD	_|_|ng|_	4	_
4	tingin	tingin	NN	CP	_|_|_|_	1	_
5	si	si	DT	PDSG	_|_|_|_	7	_
6	padre	padre	NN	NNP	_|_|_|_	7	_
7	salvi	salvi	NN	NNP	_|_|_|_	1	_
8	kay	kay	DT	PDSG	_|_|_|_	10	_
9	kapitan	kapitan	NN	NNP	_|_|_|_	10	_
10	tiyago	tiyago	NN	NNP	_|_|_|_	1	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	mabuti't	mabuti't	JJ	JCJD	_|_|_|_	4	_
2	hindi	hindi	RB	RF	_|_|_|_	4	_
3	ninyo	ninyo	PR	PRPL	_|_|_|_	4	_
4	pinahintulutang	pahintulut	RB	RD	_|in|an|_	5	_
5	makipag-usap	makipag-usap	RB	RD	_|_|_|_	0	_
6	kay	kay	DT	PDSG	_|_|_|_	7	_
7	ibarra	ibarra	NN	NNP	_|_|_|_	5	_
8	ang	ang	DT	CD	_|_|_|_	9	_
9	maysakit	maysakit	NN	CP	_|_|_|_	5	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	magpasalamat	salamat	VB	INAF	magpa|_|_|_	0	_
2	tayo	tayo	PR	PRPL	_|_|_|_	1	_
3	sa	sa	CC	CCT	_|_|_|_	4	_
4	asawa	asawa	NN	CP	_|_|_|_	1	_
5	ko	ko	PR	PRSG	_|_|_|_	4	_
6	,	,	PM	PMC	_|_|_|_	7	_
7	kung	kung	RB	RK	_|_|_|_	1	_
8	hindi'y	hindi'y	RB	RF	_|_|_|_	7	_
9	baka	baka	RB	RM	_|_|_|_	10	_
10	nasa	nasa	RB	RL	_|_|_|_	8	_
11	langit	langit	NN	CP	_|_|_|_	10	_
12	na	na	RB	RI	_|_|_|_	11	_
13	ang	ang	DT	CD	_|_|_|_	15	_
14	anak	anak	NN	CP	_|_|_|_	15	_
15	ninyo	ninyo	PR	PRPL	_|_|_|_	10	_
16	.	.	PM	PMP	_|_|_|_	15	_

1	tumangu-tango	tango	VB	PFAF	_|um|_|tango	0	_
2	lamang	lamang	RB	RI	_|_|_|_	1	_
3	si	si	DT	PDSG	_|_|_|_	5	_
4	kapitan	kapitan	NN	NNP	_|_|_|_	5	_
5	tiyago	tiyago	NN	NNP	_|_|_|_	1	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	higit	higit	JJ	JCCM	_|_|_|_	3	_
2	nating	natin	PR	PRPL	_|_|g|_	3	_
3	pasalamatan	salamat	VB	INOF	pa|_|an|_	0	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	pangungumpisal	kumpisal	NN	CP	pang|_|_|ngu	3	_
6	ni	ni	DT	PDSG	_|_|_|_	5	_
7	maria	maria	NN	NNP	_|_|_|_	8	_
8	clara	clara	NN	NNP	_|_|_|_	6	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	kung	kung	RB	RK	_|_|_|_	11	_
2	higit	higit	JJ	JCCM	_|_|_|_	1	_
3	na	na	JJ	JCCM	_|_|_|_	2	_
4	makagagaling	galing	VB	COAF	maka|_|_|ga	1	_
5	ang	ang	DT	CD	_|_|_|_	6	_
6	pangungumpisal	kumpisal	NN	CP	pang|_|_|ngu	4	_
7	,	,	PM	PMC	_|_|_|_	8	_
8	bakit	bakit	RB	RQ	_|_|_|_	11	_
9	hindi	hindi	RB	RF	_|_|_|_	11	_
10	ninyo	ninyo	PR	PRPL	_|_|_|_	11	_
11	pangumpisalin	kumpisal	VB	INOF	pang|_|in|_	0	_
12	ang	ang	DT	CD	_|_|_|_	13	_
13	asawa	asawa	NN	CP	_|_|_|_	11	_
14	ng	ng	CC	CCB	_|_|_|_	13	_
15	alperes	alperes	NN	CP	_|_|_|_	14	_
16	?	?	PM	PMQ	_|_|_|_	15	_

1	wala	wala	RB	RF	_|_|_|_	3	_
2	ng	ng	CC	CCB	_|_|_|_	1	_
3	ginawa	gawa	VB	PFOF	_|in|_|_	0	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	babaing	ba	NN	CP	_|_|ing|ba	3	_
6	iyan	iyan	PR	DM	_|_|_|_	5	_
7	sa	sa	CC	CCT	_|_|_|_	8	_
8	simbahan	simba	NN	CP	_|_|han|_	3	_
9	kundi	kundi	CC	CCT	_|_|_|_	3	_
10	tingnan	tingnan	VB	INOF	_|_|_|_	9	_
11	ako	ako	PR	PRSG	_|_|_|_	10	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	hindi	hindi	RB	RF	_|_|_|_	2	_
2	maitatatwang	tatwa	VB	COOF	mai|_|ng|ta	0	_
3	higit	higit	JJ	JCCM	_|_|_|_	2	_
4	akong	akong	PR	PRSG	_|_|_|_	5	_
5	maganda	anda	JJ	JCJD	mag|_|_|_	2	_
6	sa	sa	CC	CCT	_|_|_|_	7	_
7	kanya	kanya	PR	POSG	_|_|_|_	2	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	Halos	halos	PR	PRI	_|_|_|_	2	_
2	dumilim	dilim	VB	PFAF	_|um|_|_	0	_
3	ang	ang	DT	CD	_|_|_|_	5	_
4	buong	buo	JJ	JCJD	_|_|ng|_	5	_
5	kalangitan	langit	NN	CP	ka|_|an|_	2	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	Agad	agad	RB	RD	_|_|_|_	2	_
2	sumirko	sumirko	RB	RD	_|_|_|_	0	_
3	pababa	ba	RB	RD	pa|_|_|ba	2	_
4	ng	ng	CC	CCB	_|_|_|_	5	_
5	puno	puno	NN	CP	_|_|_|_	2	_
6	si	si	DT	PDSG	_|_|_|_	7	_
7	Diwayen	diwayen	NN	NNP	_|_|_|_	2	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	Kailangang	kailangan	VB	AS	_|_|g|_	2	_
2	malaman	laman	VB	INOF	ma|_|_|_	0	_
3	ito	ito	PR	DM	_|_|_|_	2	_
4	ni	ni	DT	PDSG	_|_|_|_	5	_
5	ama	ama	NN	CP	_|_|_|_	2	_
6	,	,	PM	PMC	_|_|_|_	7	_
7	aniya	aniya	RB	RR	_|_|_|_	2	_
8	sabay	sabay	RB	RD	_|_|_|_	7	_
9	lihis	lihis	RB	RD	_|_|_|_	8	_
10	ng	ng	CC	CCB	_|_|_|_	12	_
11	kaniyang	niya	PR	POSG	ka|_|ng|_	12	_
12	malong	malong	NN	CP	_|_|_|_	9	_
13	at	at	CC	CCA	_|_|_|_	12	_
14	karipas	karipas	VB	INAF	_|_|_|_	16	_
15	ng	ng	CC	CCB	_|_|_|_	16	_
16	takbo	takbo	VB	INAF	_|_|_|_	13	_
17	pauwi	uwi	VB	INOF	pa|_|_|_	16	_
18	.	.	PM	PMP	_|_|_|_	17	_

1	Poot	poot	NN	CP	_|_|_|_	0	_
2	daw	daw	RB	RI	_|_|_|_	1	_
3	ng	ng	CC	CCB	_|_|_|_	1	_
4	diwatang	diwata	NN	CP	_|_|ng|_	5	_
5	Lalawon	lalawon	NN	NNP	_|_|_|_	3	_
6	ang	ang	DT	CD	_|_|_|_	1	_
7	nagdulot	dulot	VB	PFAF	nag|_|_|_	6	_
8	ng	ng	CC	CCB	_|_|_|_	9	_
9	mga	mga	DT	CDPL	_|_|_|_	10	_
10	balang	bala	NN	CP	_|_|ng|_	7	_
11	,	,	PM	PMC	_|_|_|_	12	_
12	ayon	ayon	RB	RR	_|_|_|_	10	_
13	sa	sa	RB	RR	_|_|_|_	14	_
14	haka-haka	haka-haka	NN	CP	_|_|_|_	12	_
15	ng	ng	CC	CCB	_|_|_|_	14	_
16	marami	marami	JJ	JCJD	_|_|_|_	15	_
17	.	.	PM	PMP	_|_|_|_	16	_

1	Ngunit	ngunit	CC	CCT	_|_|_|_	5	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	tiyak	tiyak	JJ	JCJD	_|_|_|_	1	_
4	,	,	PM	PMC	_|_|_|_	3	_
5	hudyat	hudyat	NN	CP	_|_|_|_	0	_
6	iyon	iyon	PR	DM	_|_|_|_	5	_
7	ng	ng	CC	CCT	_|_|_|_	5	_
8	taggutom	gutom	RB	RW	tag|_|_|_	7	_
9	sa	sa	CC	CCT	_|_|_|_	11	_
10	malayong	layon	JJ	JCJD	ma|_|g|_	11	_
11	bayan	bayan	NN	CP	_|_|_|_	8	_
12	nina	nina	DT	PDPL	_|_|_|_	13	_
13	Diwayen	diwayen	NN	NNP	_|_|_|_	11	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	Dahil	dahil	CC	CCR	_|_|_|_	5	_
2	walang	wala	VB	VN	_|_|ng|_	3	_
3	ani	ani	NN	CP	_|_|_|_	1	_
4	,	,	PM	PMC	_|_|_|_	5	_
5	nagkaroon	roon	VB	PFAF	nagka|_|_|_	0	_
6	ng	ng	CC	CCB	_|_|_|_	8	_
7	matinding	tindi	JJ	JCJD	ma|_|ng|_	8	_
8	kakulangan	kulang	NN	CP	ka|_|an|_	5	_
9	sa	sa	CC	CCT	_|_|_|_	10	_
10	pagkain	kain	NN	CP	pag|_|_|_	5	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	Tahimik	tahimik	RB	RD	_|_|_|_	3	_
2	namang	naman	RB	RI	_|_|g|_	1	_
3	sinusuklay	suklay	RB	RD	_|in|_|su	0	_
4	at	at	CC	CCA	_|_|_|_	5	_
5	nilalangisan	langis	VB	IMOF	ni|_|an|la	3	_
6	ng	ng	CC	CCB	_|_|_|_	8	_
7	kaniyang	niya	PR	POSG	ka|_|ng|_	8	_
8	ina	ina	NN	CP	_|_|_|_	5	_
9	ang	ang	DT	CD	_|_|_|_	10	_
10	buhok	buhok	NN	CP	_|_|_|_	5	_
11	niyang	niya	PR	PRSG	_|_|ng|_	10	_
12	halos	halos	PR	PRI	_|_|_|_	13	_
13	lampas-baywang	lampas-baywang	JJ	JCJD	_|_|_|_	10	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	Paghuhusayan	husay	VB	COOF	pag|_|an|hu	9	_
2	mo	mo	PR	PRSG	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	trabaho	trabaho	NN	CP	_|_|_|_	1	_
5	doon	doon	PR	LO	_|_|_|_	4	_
6	,	,	PM	PMC	_|_|_|_	7	_
7	anak	anak	NN	CP	_|_|_|_	1	_
8	,	,	PM	PMC	_|_|_|_	9	_
9	dagdag	dagdag	NN	CP	_|_|_|_	0	_
10	pa	pa	RB	RI	_|_|_|_	9	_
11	nito	nito	PR	DM	_|_|_|_	9	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	Hanggang	hanggang	RB	RW	_|_|_|_	2	_
2	kailan	kailan	PR	QISG	_|_|_|_	0	_
3	po	po	RB	RBS	_|_|_|_	2	_
4	ako	ako	PR	PRSG	_|_|_|_	2	_
5	doon	doon	PR	LO	_|_|_|_	2	_
6	,	,	PM	PMC	_|_|_|_	7	_
7	ina	ina	NN	CP	_|_|_|_	2	_
8	?	?	PM	PMQ	_|_|_|_	7	_

1	Kapag	kapag	RB	RK	_|_|_|_	7	_
2	nakaipon	ipon	VB	PFAF	naka|_|_|_	1	_
3	na	na	RB	RI	_|_|_|_	2	_
4	kami	kami	PR	PRPL	_|_|_|_	2	_
5	ng	ng	CC	CCB	_|_|_|_	6	_
6	pambayad	bayad	NN	CP	pam|_|_|_	2	_
7	ay	ay	LM	LM	_|_|_|_	0	_
8	tutubusin	tubos	VB	COOF	_|_|in|tu	7	_
9	ka	ka	PR	PRSG	_|_|_|_	8	_
10	namin	namin	PR	PRPL	_|_|_|_	8	_
11	agad	agad	JJ	JCJD	_|_|_|_	8	_
12	,	,	PM	PMC	_|_|_|_	13	_
13	buntong-hininga	buntong-hininga	NN	CP	_|_|_|_	7	_
14	ng	ng	CC	CCB	_|_|_|_	16	_
15	kaniyang	niya	PR	POSG	ka|_|ng|_	16	_
16	ama	ama	NN	CP	_|_|_|_	13	_
17	.	.	PM	PMP	_|_|_|_	16	_

1	Sa	sa	CC	CCT	_|_|_|_	11	_
2	gulang	gulang	NN	CP	_|_|_|_	1	_
3	na	na	RB	RI	_|_|_|_	4	_
4	siyam	siyam	JJ	JN	_|_|_|_	2	_
5	na	na	CC	CCP	_|_|_|_	6	_
6	taon	taon	NN	CP	_|_|_|_	4	_
7	,	,	PM	PMC	_|_|_|_	8	_
8	isa	isa	JJ	JN	_|_|_|_	11	_
9	na	na	RB	RI	_|_|_|_	8	_
10	si	si	DT	PDSG	_|_|_|_	11	_
11	Diwayen	diwayen	NN	NNP	_|_|_|_	0	_
12	sa	sa	CC	CCT	_|_|_|_	13	_
13	pinakabatang	bata	JJ	JCCS	pinaka|_|ng|_	14	_
14	alipin	alipin	NN	CP	_|_|_|_	11	_
15	ng	ng	CC	CCB	_|_|_|_	14	_
16	datu	datu	NN	CP	_|_|_|_	15	_
17	.	.	PM	PMP	_|_|_|_	16	_

1	Minsan	minsan	RB	RW	_|_|_|_	10	_
2	,	,	PM	PMC	_|_|_|_	3	_
3	habang	habang	RB	RW	_|_|_|_	4	_
4	nag-iisis	isis	VB	IMAF	nag|_|_|i	1	_
5	ng	ng	CC	CCB	_|_|_|_	6	_
6	sahig	sahig	NN	CP	_|_|_|_	4	_
7	na	na	CC	CCP	_|_|_|_	8	_
8	kawayan	kawayan	NN	CP	_|_|_|_	6	_
9	,	,	PM	PMC	_|_|_|_	10	_
10	nasulyapan	sulyap	VB	PFOF	na|_|an|_	0	_
11	niya	niya	PR	PRSG	_|_|_|_	10	_
12	ang	ang	DT	CD	_|_|_|_	13	_
13	datu	datu	NN	CP	_|_|_|_	10	_
14	habang	habang	RB	RW	_|_|_|_	10	_
15	kausap	usap	VB	INOF	ka|_|_|_	14	_
16	ang	ang	DT	CD	_|_|_|_	19	_
17	kaniyang	niya	PR	POSG	ka|_|ng|_	19	_
18	mga	mga	DT	CDPL	_|_|_|_	19	_
19	tagapayo	payo	NN	CP	taga|_|_|_	15	_
20	.	.	PM	PMP	_|_|_|_	19	_

1	Mukha	mukha	RB	RM	_|_|_|_	6	_
2	naman	naman	RB	RI	_|_|_|_	1	_
3	siyang	siya	PR	PRSG	_|_|ng|_	1	_
4	mabait	bait	JJ	JCJD	ma|_|_|_	1	_
5	,	,	PM	PMC	_|_|_|_	6	_
6	ani	ani	VB	INAF	_|_|_|_	0	_
7	Diwayen	diwayen	NN	NNP	_|_|_|_	6	_
8	,	,	PM	PMC	_|_|_|_	9	_
9	lagi	lagi	RB	RW	_|_|_|_	11	_
10	lang	lang	RB	RI	_|_|_|_	11	_
11	nakakunot	kunot	JJ	JCJD	naka|_|_|_	6	_
12	ang	ang	DT	CD	_|_|_|_	13	_
13	noo	noo	NN	CP	_|_|_|_	11	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	Isang	isa	JJ	JN	_|_|ng|_	2	_
2	araw	araw	NN	CP	_|_|_|_	5	_
3	,	,	PM	PMC	_|_|_|_	4	_
4	di-sinasadyang	sinasadya	RB	RF	di|_|ng|_	5	_
5	nagawi	gawi	VB	PFAF	na|_|_|_	0	_
6	si	si	DT	PDSG	_|_|_|_	7	_
7	Diwayen	diwayen	NN	NNP	_|_|_|_	5	_
8	ng	ng	CC	CCB	_|_|_|_	10	_
9	isang	isa	JJ	JN	_|_|ng|_	10	_
10	taong	taon	NN	CP	_|_|g|_	5	_
11	silid	silid	NN	CP	_|_|_|_	10	_
12	sa	sa	RB	RL	_|_|_|_	13	_
13	loob	loob	RB	RL	_|_|_|_	5	_
14	ng	ng	CC	CCB	_|_|_|_	13	_
15	bahay	bahay	NN	CP	_|_|_|_	14	_
16	.	.	PM	PMP	_|_|_|_	15	_

1	Nandoon	nandoon	PR	LO	_|_|_|_	0	_
2	si	si	DT	PDSG	_|_|_|_	4	_
3	Prinsesa	prinsesa	NN	NNP	_|_|_|_	4	_
4	Lunhaw	lunhaw	NN	NNP	_|_|_|_	1	_
5	,	,	PM	PMC	_|_|_|_	6	_
6	isang	isa	JJ	JN	_|_|ng|_	11	_
7	walong	walo	JJ	JN	_|_|ng|_	9	_
8	taong	taon	NN	CP	_|_|g|_	9	_
9	gulang	gulang	NN	CP	_|_|_|_	11	_
10	na	na	CC	CCP	_|_|_|_	9	_
11	binukot	binukot	NN	CP	_|_|_|_	4	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	Binukot	binukot	NN	CP	_|_|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	1	_
3	tawag	tawag	NN	CP	_|_|_|_	2	_
4	sa	sa	CC	CCT	_|_|_|_	6	_
5	mga	mga	DT	CDPL	_|_|_|_	6	_
6	anak	anak	NN	CP	_|_|_|_	3	_
7	ng	ng	CC	CCB	_|_|_|_	6	_
8	datu	datu	NN	CP	_|_|_|_	7	_
9	na	na	CC	CCP	_|_|_|_	6	_
10	hindi	hindi	RB	RF	_|_|_|_	11	_
11	lumalabas	labas	VB	IMAF	_|um|_|la	9	_
12	ng	ng	CC	CCT	_|_|_|_	13	_
13	bahay	bahay	NN	CP	_|_|_|_	11	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	Itinatago	tago	VB	IMOF	i|in|_|ta	0	_
2	sila	sila	PR	PRPL	_|_|_|_	1	_
3	ng	ng	CC	CCB	_|_|_|_	4	_
